refund_id,original_txn_id,original_utr,refund_utr,merchant_id,customer_id,refund_initiation_date,refund_settlement_date,original_amount,refund_amount,refund_type,refund_status,refund_reason,initiated_by,gateway_refund_id,tat_days,sla_breached,remarks
REF6270595,TXN0006716,,UTR116921095058,MERCH0032,CUST38205,2024-01-25,2024-01-31,55235.79,30728.73,PARTIAL,PROCESSED,Customer Request,Bank,GWREF540097,14,N,
REF1969117,TXN0006723,,UTR407997760567,MERCH0024,CUST18738,2024-02-25,2024-02-28,115813.14,115813.14,FULL,PROCESSED,Item Not Delivered,Customer,GWREF645120,12,N,
REF4582941,TXN0006728,,,MERCH0005,CUST55484,2024-11-02,,128752.18,128752.18,FULL,PENDING,Product Defective,Bank,GWREF198870,14,N,
REF1994509,TXN0006741,,UTR962260863427,MERCH0001,CUST10983,2024-11-15,2024-11-20,74104.25,74104.25,FULL,PROCESSED,Fraud Suspected,System,GWREF883555,9,N,
REF2297074,TXN0006746,,UTR061794664407,MERCH0006,CUST56045,2024-04-30,2024-05-06,124589.06,124589.06,FULL,PROCESSED,Chargeback Initiated,System,GWREF415466,7,Y,Chargeback case
REF2404300,TXN0006755,,UTR099306424850,MERCH0008,CUST73146,2024-11-13,2024-11-19,30642.82,23779.55,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF734743,3,N,
REF1722649,TXN0006776,,UTR605337270871,MERCH0002,CUST82454,2024-07-21,2024-07-26,6260.40,6260.40,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF909266,4,N,
REF9729542,TXN0006780,,UTR431269005529,MERCH0021,CUST32293,2024-07-08,2024-07-13,76207.96,76207.96,FULL,PROCESSED,Product Defective,Bank,GWREF128187,6,N,
REF3106573,TXN0006784,,UTR012684638502,MERCH0008,CUST68278,2024-06-14,2024-06-21,50217.73,50217.73,FULL,PROCESSED,Product Defective,Merchant,GWREF198385,3,N,Chargeback case
REF3900941,TXN0006792,,UTR570470709031,MERCH0021,CUST44025,2024-09-28,2024-10-01,143223.72,143223.72,FULL,PROCESSED,Product Defective,Customer,GWREF766720,2,N,
REF9927227,TXN0006797,,UTR415154844859,MERCH0007,CUST15919,2024-05-20,2024-05-24,86917.12,86917.12,FULL,PROCESSED,Product Defective,Bank,GWREF409730,14,N,Chargeback case
REF5115570,TXN0006808,,,MERCH0029,CUST10032,2024-06-02,,113050.65,113050.65,FULL,INITIATED,Customer Request,System,GWREF627468,10,N,
REF8142470,TXN0006818,,UTR842941102574,MERCH0032,CUST39888,2024-03-01,2024-03-07,121031.70,104375.55,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF467201,4,N,
REF1647891,TXN0006821,,,MERCH0016,CUST29553,2024-05-28,,36969.63,36969.63,FULL,PENDING,Fraud Suspected,System,GWREF195373,14,N,
REF6718942,TXN0006827,,,MERCH0020,CUST65073,2024-11-22,,34565.39,34565.39,FULL,PENDING,Fraud Suspected,System,GWREF112465,6,N,
REF4051852,TXN0006835,,UTR803380444577,MERCH0018,CUST91607,2024-07-27,2024-08-02,68867.34,68867.34,FULL,PROCESSED,Customer Request,Merchant,GWREF881532,13,Y,
REF2603805,TXN0006839,,UTR278539708008,MERCH0023,CUST19053,2024-05-21,2024-05-24,37300.30,37300.30,FULL,PROCESSED,Product Defective,System,GWREF425945,6,N,
REF3367124,TXN0006840,,,MERCH0034,CUST43057,2024-07-11,,43289.44,29782.11,PARTIAL,PENDING,Customer Request,Bank,GWREF724551,5,N,
REF6370005,TXN0006873,,UTR391406001893,MERCH0017,CUST16784,2024-04-02,2024-04-08,73923.32,73923.32,FULL,PROCESSED,Fraud Suspected,System,GWREF112675,9,N,
REF6066868,TXN0006876,,UTR061084753818,MERCH0045,CUST49813,2024-10-09,2024-10-12,95705.29,40904.28,PARTIAL,PROCESSED,Item Not Delivered,Bank,GWREF546480,14,N,
REF3152626,TXN0006878,,UTR602991896115,MERCH0043,CUST16294,2024-09-08,2024-09-14,36624.29,36624.29,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF988483,9,Y,
REF2019372,TXN0006885,,UTR904963764638,MERCH0044,CUST83290,2024-11-28,2024-12-02,15204.56,5401.55,PARTIAL,PROCESSED,Item Not Delivered,Customer,GWREF940899,3,N,
REF9498031,TXN0006920,,,MERCH0015,CUST70015,2024-04-22,,93751.96,93751.96,FULL,PENDING,Product Defective,System,GWREF257647,5,N,
REF7784064,TXN0006924,,UTR592834298575,MERCH0031,CUST68063,2024-07-13,2024-07-17,128642.47,128642.47,FULL,PROCESSED,Item Not Delivered,Customer,GWREF957711,9,N,
REF6798583,TXN0006925,,,MERCH0001,CUST73942,2024-06-06,,63841.56,63841.56,FULL,PENDING,Chargeback Initiated,Bank,GWREF694462,6,N,
REF8293068,TXN0006926,,,MERCH0024,CUST19388,2024-01-07,,98363.16,34925.59,PARTIAL,PENDING,Duplicate Payment,Customer,GWREF201800,7,N,
REF4597556,TXN0006961,,UTR642231085724,MERCH0021,CUST29128,2024-02-25,2024-02-29,4810.19,4810.19,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF666558,12,N,
REF9889707,TXN0006965,,,MERCH0005,CUST30169,2024-07-08,,68043.00,68043.00,FULL,PENDING,Customer Request,System,GWREF709621,13,N,
REF4896020,TXN0006980,,UTR902150701432,MERCH0002,CUST41437,2024-11-13,2024-11-18,121549.57,121549.57,FULL,PROCESSED,Fraud Suspected,Customer,GWREF494866,6,N,Chargeback case
REF8087811,TXN0007008,,UTR647017307193,MERCH0044,CUST62364,2024-09-06,2024-09-09,68927.60,68927.60,FULL,PROCESSED,Product Defective,Merchant,GWREF439986,3,N,
REF7470207,TXN0007012,,UTR412126353154,MERCH0047,CUST76416,2024-06-09,2024-06-13,11761.86,11761.86,FULL,PROCESSED,Product Defective,Merchant,GWREF533649,6,N,Chargeback case
REF2286919,TXN0007014,,,MERCH0008,CUST43312,2024-05-25,,19011.84,19011.84,FULL,INITIATED,Item Not Delivered,Customer,GWREF162401,7,N,Chargeback case
REF9963675,TXN0007017,,,MERCH0037,CUST59605,2024-08-27,,96703.21,96703.21,FULL,PENDING,Item Not Delivered,System,GWREF179459,10,N,Chargeback case
REF7852663,TXN0007020,,,MERCH0023,CUST60317,2024-05-08,,102149.37,30676.54,PARTIAL,INITIATED,Customer Request,Customer,GWREF946527,14,N,
REF9376889,TXN0007066,,UTR155804649487,MERCH0042,CUST95649,2024-11-03,2024-11-07,11198.29,11198.29,FULL,PROCESSED,Duplicate Payment,Bank,GWREF456606,11,N,
REF2330966,TXN0007077,,UTR716774264538,MERCH0004,CUST65100,2024-08-06,2024-08-11,31307.68,31307.68,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF838347,14,N,
REF6027823,TXN0007080,,UTR165240529166,MERCH0003,CUST50192,2024-06-04,2024-06-08,68513.00,48250.57,PARTIAL,PROCESSED,Customer Request,Customer,GWREF244011,8,N,Chargeback case
REF2212927,TXN0007082,,,MERCH0049,CUST44326,2024-05-25,,68520.43,68520.43,FULL,FAILED,Item Not Delivered,Customer,GWREF541198,4,N,
REF2040879,TXN0007085,,UTR888024052984,MERCH0043,CUST30256,2024-02-04,2024-02-10,57909.77,49826.55,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF990865,14,N,
REF5203256,TXN0007086,,UTR562954721635,MERCH0011,CUST26795,2024-06-10,2024-06-14,69844.03,69844.03,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF700858,6,N,
REF4713388,TXN0007090,,UTR593301163702,MERCH0011,CUST91743,2024-11-03,2024-11-09,44892.33,44892.33,FULL,PROCESSED,Customer Request,Customer,GWREF826375,14,N,
REF2331302,TXN0007112,,,MERCH0013,CUST71118,2024-09-16,,18266.07,18266.07,FULL,INITIATED,Customer Request,Merchant,GWREF232082,10,N,
REF5351593,TXN0007116,,UTR709626225940,MERCH0034,CUST36067,2024-09-27,2024-09-30,11302.00,11302.00,FULL,PROCESSED,Customer Request,System,GWREF877792,9,N,
REF4952778,TXN0007120,,UTR451739254115,MERCH0019,CUST30470,2024-05-13,2024-05-20,94018.32,94018.32,FULL,PROCESSED,Product Defective,System,GWREF973701,9,N,
REF1375400,TXN0007131,,UTR135909246031,MERCH0022,CUST68607,2024-10-18,2024-10-23,19916.34,8843.64,PARTIAL,PROCESSED,Duplicate Payment,Customer,GWREF820736,14,N,
REF4475783,TXN0007139,,UTR526950630909,MERCH0002,CUST44189,2024-05-11,2024-05-18,125558.73,125558.73,FULL,PROCESSED,Item Not Delivered,Customer,GWREF686160,4,N,Chargeback case
REF6465632,TXN0007149,,,MERCH0007,CUST34529,2024-07-12,,26895.24,26895.24,FULL,PENDING,Fraud Suspected,System,GWREF352848,9,N,
REF5423858,TXN0007166,,UTR342905060015,MERCH0037,CUST67675,2024-04-27,2024-04-30,117970.03,117970.03,FULL,PROCESSED,Duplicate Payment,Bank,GWREF454829,2,N,
REF3801003,TXN0007171,,,MERCH0017,CUST97257,2024-10-07,,44584.70,44584.70,FULL,FAILED,Customer Request,System,GWREF177977,12,N,
REF9376713,TXN0007172,,UTR668331648343,MERCH0046,CUST29247,2024-01-26,2024-01-29,126796.29,126796.29,FULL,PROCESSED,Customer Request,System,GWREF746477,1,N,
REF7529904,TXN0007180,,UTR269554166402,MERCH0004,CUST47514,2024-06-20,2024-06-27,10966.49,10966.49,FULL,PROCESSED,Customer Request,Merchant,GWREF202177,1,Y,
REF6235410,TXN0007194,,,MERCH0007,CUST87571,2024-01-13,,136355.96,136355.96,FULL,PENDING,Duplicate Payment,Customer,GWREF420479,8,N,Chargeback case
REF4231697,TXN0007213,,UTR811570276363,MERCH0030,CUST18011,2024-09-10,2024-09-16,23261.35,23261.35,FULL,PROCESSED,Item Not Delivered,Customer,GWREF809686,14,N,Chargeback case
REF8400827,TXN0007219,,,MERCH0002,CUST36357,2024-04-17,,148302.81,148302.81,FULL,INITIATED,Customer Request,Merchant,GWREF248890,8,N,
REF8765120,TXN0007220,,UTR079336691465,MERCH0011,CUST74038,2024-08-06,2024-08-12,51451.35,51451.35,FULL,PROCESSED,Duplicate Payment,System,GWREF275621,10,N,
REF7014617,TXN0007237,,UTR341533275902,MERCH0033,CUST30400,2024-04-16,2024-04-19,15584.44,13250.08,PARTIAL,PROCESSED,Item Not Delivered,Bank,GWREF400304,7,N,
REF2326866,TXN0007242,,,MERCH0002,CUST93658,2024-07-09,,145743.36,56148.23,PARTIAL,INITIATED,Customer Request,Customer,GWREF238058,14,N,
REF8786909,TXN0007246,,,MERCH0016,CUST13254,2024-07-01,,85063.54,85063.54,FULL,INITIATED,Fraud Suspected,Bank,GWREF693119,11,Y,
REF6641097,TXN0007256,,UTR282809760498,MERCH0032,CUST57197,2024-04-08,2024-04-13,111457.46,53312.04,PARTIAL,PROCESSED,Customer Request,Customer,GWREF606392,14,N,
REF6387534,TXN0007311,,,MERCH0002,CUST86730,2024-03-21,,38152.32,38152.32,FULL,PENDING,Item Not Delivered,Customer,GWREF669270,14,N,
REF1982746,TXN0007324,,UTR697763586541,MERCH0006,CUST88150,2024-11-19,2024-11-23,51371.04,51371.04,FULL,PROCESSED,Duplicate Payment,System,GWREF349083,12,N,
REF6910462,TXN0007332,,UTR416494429605,MERCH0044,CUST67036,2024-11-12,2024-11-18,55072.69,55072.69,FULL,PROCESSED,Product Defective,Customer,GWREF585632,11,N,
REF5156957,TXN0007338,,UTR281500820222,MERCH0007,CUST63987,2024-03-10,2024-03-16,33783.73,33783.73,FULL,PROCESSED,Customer Request,Merchant,GWREF726364,11,Y,
REF9062761,TXN0007352,,UTR078718137774,MERCH0016,CUST94499,2024-05-07,2024-05-14,50180.51,50180.51,FULL,PROCESSED,Product Defective,Customer,GWREF116887,14,Y,
REF1202156,TXN0007356,,UTR565938944522,MERCH0041,CUST57811,2024-07-18,2024-07-21,1650.25,1650.25,FULL,PROCESSED,Product Defective,Customer,GWREF329090,12,N,
REF1843858,TXN0007358,,UTR771641534525,MERCH0043,CUST89874,2024-06-26,2024-06-29,20089.15,20089.15,FULL,PROCESSED,Fraud Suspected,Bank,GWREF514171,10,N,
REF5852784,TXN0007360,,,MERCH0004,CUST85318,2024-04-27,,22809.71,22809.71,FULL,INITIATED,Chargeback Initiated,Customer,GWREF196358,6,N,Chargeback case
REF1885775,TXN0007361,,UTR597180315349,MERCH0022,CUST26740,2024-07-30,2024-08-05,134638.70,134638.70,FULL,PROCESSED,Customer Request,Customer,GWREF896929,8,N,
REF7106581,TXN0007362,,UTR967128651827,MERCH0011,CUST60179,2024-01-18,2024-01-24,117402.67,117402.67,FULL,PROCESSED,Product Defective,Customer,GWREF568484,10,N,Chargeback case
REF4590386,TXN0007363,,UTR529610489502,MERCH0010,CUST94322,2024-06-29,2024-07-04,108941.91,44868.76,PARTIAL,PROCESSED,Chargeback Initiated,Bank,GWREF946592,5,N,
REF1076096,TXN0007368,,UTR259459177884,MERCH0035,CUST26256,2024-08-31,2024-09-04,116734.64,116734.64,FULL,PROCESSED,Product Defective,Merchant,GWREF726583,8,N,
REF5170456,TXN0007375,,UTR887640693017,MERCH0007,CUST15866,2024-09-30,2024-10-07,27823.79,27823.79,FULL,PROCESSED,Chargeback Initiated,Bank,GWREF642223,11,N,
REF2958191,TXN0007395,,UTR974287407600,MERCH0030,CUST72601,2024-08-18,2024-08-22,64083.64,64083.64,FULL,PROCESSED,Chargeback Initiated,System,GWREF698407,14,N,
REF6473069,TXN0007397,,UTR622943414104,MERCH0013,CUST59670,2024-05-26,2024-05-30,110371.84,68033.88,PARTIAL,PROCESSED,Fraud Suspected,System,GWREF769838,12,N,
REF1885658,TXN0007439,,,MERCH0017,CUST33607,2024-10-08,,89974.72,89974.72,FULL,INITIATED,Duplicate Payment,Customer,GWREF685189,6,N,
REF9002568,TXN0007442,,,MERCH0016,CUST50693,2024-04-16,,111354.03,88382.32,PARTIAL,PENDING,Customer Request,Customer,GWREF606765,4,Y,
REF3729896,TXN0007453,,UTR509576535333,MERCH0026,CUST46469,2024-11-27,2024-12-04,1852.52,1394.08,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF488411,2,N,
REF1688650,TXN0007457,,,MERCH0040,CUST49838,2024-10-27,,16136.11,16136.11,FULL,PENDING,Product Defective,Customer,GWREF682434,9,N,
REF6090427,TXN0007463,,UTR732971586833,MERCH0007,CUST29040,2024-10-01,2024-10-07,108197.10,108197.10,FULL,PROCESSED,Item Not Delivered,Customer,GWREF265787,6,N,
REF9294153,TXN0007470,,,MERCH0027,CUST53596,2024-08-24,,94975.17,94975.17,FULL,PENDING,Product Defective,Customer,GWREF172667,8,N,
REF1387298,TXN0007477,,UTR789949851367,MERCH0039,CUST57852,2024-05-20,2024-05-27,49542.74,49542.74,FULL,PROCESSED,Fraud Suspected,Bank,GWREF940665,1,Y,
REF1564778,TXN0007481,,UTR380598656531,MERCH0027,CUST88174,2024-09-03,2024-09-06,83964.88,63819.80,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF427053,3,N,
REF1445657,TXN0007486,,UTR190546464924,MERCH0038,CUST83073,2024-04-26,2024-05-02,124914.77,124914.77,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF973597,3,N,
REF9256241,TXN0007525,,UTR336265107461,MERCH0035,CUST68797,2024-05-12,2024-05-18,21083.95,21083.95,FULL,PROCESSED,Item Not Delivered,Bank,GWREF136603,9,N,
REF9810946,TXN0007527,,,MERCH0045,CUST36255,2024-02-09,,69827.35,69827.35,FULL,INITIATED,Item Not Delivered,Customer,GWREF852456,12,N,
REF8815307,TXN0007529,,,MERCH0032,CUST74792,2024-05-17,,78569.88,58018.36,PARTIAL,PENDING,Product Defective,Customer,GWREF820176,13,N,
REF2236122,TXN0007531,,UTR397790609091,MERCH0031,CUST31613,2024-03-30,2024-04-05,99488.39,99488.39,FULL,PROCESSED,Item Not Delivered,Bank,GWREF611329,13,N,
REF6573035,TXN0007535,,,MERCH0022,CUST41262,2024-03-05,,59726.78,21057.24,PARTIAL,PENDING,Fraud Suspected,Bank,GWREF384278,7,N,
REF4899130,TXN0007544,,UTR087604482918,MERCH0010,CUST78158,2024-08-14,2024-08-18,14728.27,14728.27,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF346794,1,N,
REF8262580,TXN0007599,,,MERCH0039,CUST36039,2024-01-23,,3067.60,2085.12,PARTIAL,PENDING,Customer Request,Customer,GWREF331274,12,N,
REF4442406,TXN0007607,,UTR467780842699,MERCH0044,CUST39273,2024-10-12,2024-10-16,146660.79,96232.74,PARTIAL,PROCESSED,Duplicate Payment,Merchant,GWREF118983,4,N,
REF1688336,TXN0007625,,,MERCH0037,CUST69212,2024-11-09,,96907.32,96907.32,FULL,PENDING,Item Not Delivered,Bank,GWREF549049,12,N,
REF8558872,TXN0007648,,,MERCH0019,CUST83447,2024-08-10,,91948.41,91948.41,FULL,PENDING,Duplicate Payment,Bank,GWREF719509,2,N,
REF7154353,TXN0007672,,UTR890404328029,MERCH0012,CUST53880,2024-03-16,2024-03-23,130725.73,130725.73,FULL,PROCESSED,Item Not Delivered,Bank,GWREF568231,13,N,
REF2763489,TXN0007675,,UTR187432359194,MERCH0012,CUST60145,2024-09-21,2024-09-24,108515.22,108515.22,FULL,PROCESSED,Item Not Delivered,System,GWREF885568,6,N,
REF3385472,TXN0007678,,UTR828819939596,MERCH0016,CUST25709,2024-03-24,2024-03-31,135841.36,61465.72,PARTIAL,PROCESSED,Fraud Suspected,Customer,GWREF590931,11,N,Chargeback case
REF4346726,TXN0007692,,UTR360881472826,MERCH0010,CUST18597,2024-01-06,2024-01-09,55647.51,55647.51,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF484309,10,N,
REF9786507,TXN0007707,,,MERCH0049,CUST88560,2024-02-02,,28510.43,28510.43,FULL,INITIATED,Chargeback Initiated,Bank,GWREF400899,2,N,
REF2662478,TXN0007715,,UTR722235496026,MERCH0050,CUST47416,2024-11-06,2024-11-11,108679.93,108679.93,FULL,PROCESSED,Product Defective,Bank,GWREF115693,6,Y,
REF1946325,TXN0007732,,,MERCH0015,CUST96363,2024-11-20,,118071.60,118071.60,FULL,INITIATED,Product Defective,Bank,GWREF251506,7,N,
REF7710436,TXN0007757,,UTR681087640639,MERCH0024,CUST51117,2024-09-17,2024-09-21,147636.82,147636.82,FULL,PROCESSED,Fraud Suspected,Customer,GWREF976947,13,N,
REF8702372,TXN0007762,,UTR268988228100,MERCH0014,CUST10958,2024-07-24,2024-07-29,84311.23,73859.09,PARTIAL,PROCESSED,Fraud Suspected,Merchant,GWREF774970,5,N,
REF1293284,TXN0007764,,,MERCH0049,CUST49424,2024-07-03,,5701.90,5012.41,PARTIAL,PENDING,Customer Request,System,GWREF670500,1,N,
REF6900477,TXN0007793,,,MERCH0020,CUST16989,2024-10-12,,69006.16,43848.50,PARTIAL,PENDING,Item Not Delivered,Bank,GWREF285180,2,N,Chargeback case
REF7548497,TXN0007801,,UTR205683883316,MERCH0004,CUST32360,2024-11-28,2024-12-05,28434.43,28434.43,FULL,PROCESSED,Fraud Suspected,Merchant,GWREF386858,9,N,
REF6331756,TXN0007813,,UTR299349578232,MERCH0011,CUST51567,2024-08-17,2024-08-21,19666.34,19666.34,FULL,PROCESSED,Customer Request,Customer,GWREF741539,10,N,
REF2490895,TXN0007830,,UTR673830094830,MERCH0020,CUST21286,2024-10-01,2024-10-04,2759.99,2759.99,FULL,PROCESSED,Customer Request,System,GWREF878741,6,N,
REF9666244,TXN0007831,,UTR076639015981,MERCH0004,CUST81412,2024-05-26,2024-05-30,134716.07,134716.07,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF345153,2,Y,
REF8432847,TXN0007842,,,MERCH0002,CUST23230,2024-04-02,,22597.13,22597.13,FULL,PENDING,Product Defective,Bank,GWREF416081,3,N,
REF7820672,TXN0007843,,UTR720993963826,MERCH0043,CUST38661,2024-01-15,2024-01-18,96848.39,96848.39,FULL,PROCESSED,Item Not Delivered,System,GWREF508767,3,N,
REF5106764,TXN0007865,,UTR987330667615,MERCH0013,CUST64704,2024-01-15,2024-01-18,144675.12,144675.12,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF969353,10,N,Chargeback case
REF3629262,TXN0007884,,UTR573816627863,MERCH0006,CUST88895,2024-08-14,2024-08-18,129680.87,129680.87,FULL,PROCESSED,Product Defective,System,GWREF119765,11,N,
REF5200908,TXN0007912,,UTR862131017901,MERCH0011,CUST17000,2024-01-17,2024-01-22,20463.69,20463.69,FULL,PROCESSED,Product Defective,Customer,GWREF997937,5,Y,
REF4126284,TXN0007931,,UTR875492132504,MERCH0029,CUST29807,2024-11-20,2024-11-23,113196.28,113196.28,FULL,PROCESSED,Customer Request,System,GWREF648218,9,N,Chargeback case
REF2484392,TXN0007936,,UTR002756309528,MERCH0024,CUST79322,2024-01-08,2024-01-11,57958.05,57958.05,FULL,PROCESSED,Duplicate Payment,Customer,GWREF651380,11,N,
REF1364525,TXN0007943,,UTR229068976402,MERCH0011,CUST39758,2024-09-15,2024-09-21,57208.66,57208.66,FULL,PROCESSED,Customer Request,Bank,GWREF821906,3,N,Chargeback case
REF8168804,TXN0007947,,UTR614458924368,MERCH0035,CUST44331,2024-09-01,2024-09-04,26001.00,17347.59,PARTIAL,PROCESSED,Chargeback Initiated,System,GWREF570785,1,N,
REF9978413,TXN0007969,,,MERCH0026,CUST69906,2024-11-13,,80203.07,80203.07,FULL,PENDING,Item Not Delivered,Customer,GWREF332025,2,N,Chargeback case
REF9389768,TXN0007977,,UTR395206984394,MERCH0018,CUST57898,2024-05-21,2024-05-24,58111.01,58111.01,FULL,PROCESSED,Item Not Delivered,System,GWREF313917,14,N,
REF7283628,TXN0007978,,UTR129533124071,MERCH0016,CUST50480,2024-09-22,2024-09-28,75884.96,75884.96,FULL,PROCESSED,Fraud Suspected,System,GWREF495993,7,N,
REF5097324,TXN0007992,,UTR112292857590,MERCH0041,CUST38169,2024-02-27,2024-03-04,96985.57,96985.57,FULL,PROCESSED,Fraud Suspected,Bank,GWREF685016,13,N,
REF4914202,TXN0007997,,UTR312806731938,MERCH0040,CUST80266,2024-04-21,2024-04-26,140428.76,140428.76,FULL,PROCESSED,Customer Request,Bank,GWREF411288,1,N,
REF7974795,TXN0008019,,UTR786588305552,MERCH0020,CUST92195,2024-11-06,2024-11-09,37960.26,13117.27,PARTIAL,PROCESSED,Fraud Suspected,System,GWREF788934,4,N,
REF6776478,TXN0008036,,,MERCH0002,CUST80078,2024-11-06,,12631.62,12631.62,FULL,FAILED,Item Not Delivered,Bank,GWREF725491,12,Y,
REF6696179,TXN0008051,,UTR665912609419,MERCH0045,CUST92579,2024-09-16,2024-09-21,18570.43,18570.43,FULL,PROCESSED,Fraud Suspected,System,GWREF861634,7,Y,
REF7022194,TXN0008062,,,MERCH0050,CUST80612,2024-06-20,,63033.83,35899.81,PARTIAL,PENDING,Product Defective,Customer,GWREF101325,11,Y,
REF6836650,TXN0008072,,,MERCH0025,CUST51733,2024-01-11,,62710.52,62710.52,FULL,PENDING,Customer Request,Bank,GWREF409912,2,N,
REF1921153,TXN0008075,,UTR117846894423,MERCH0045,CUST26372,2024-07-15,2024-07-21,55772.11,17584.45,PARTIAL,PROCESSED,Customer Request,System,GWREF606144,8,N,
REF1199739,TXN0008080,,,MERCH0018,CUST41829,2024-08-07,,12941.64,12941.64,FULL,PENDING,Item Not Delivered,Bank,GWREF306854,5,N,
REF6356968,TXN0008083,,UTR976593317265,MERCH0045,CUST61756,2024-10-15,2024-10-18,111018.62,59653.47,PARTIAL,PROCESSED,Fraud Suspected,Customer,GWREF121679,9,N,
REF5569087,TXN0008105,,UTR471323900469,MERCH0004,CUST70787,2024-09-29,2024-10-05,143059.34,55483.49,PARTIAL,PROCESSED,Item Not Delivered,Merchant,GWREF489940,13,N,
REF7168380,TXN0008106,,UTR797522233736,MERCH0046,CUST58881,2024-02-06,2024-02-09,108518.87,108518.87,FULL,PROCESSED,Duplicate Payment,Customer,GWREF970191,14,N,
REF4591881,TXN0008120,,,MERCH0033,CUST33906,2024-01-21,,50159.91,50159.91,FULL,PENDING,Duplicate Payment,Merchant,GWREF582877,2,N,
REF9170366,TXN0008125,,UTR042430268350,MERCH0018,CUST56037,2024-11-09,2024-11-14,142149.07,142149.07,FULL,PROCESSED,Fraud Suspected,System,GWREF817137,10,N,
REF7153542,TXN0008134,,UTR815383843698,MERCH0032,CUST10165,2024-12-02,2024-12-05,125117.25,37733.90,PARTIAL,PROCESSED,Item Not Delivered,Bank,GWREF576458,6,N,
REF7398744,TXN0008138,,,MERCH0032,CUST22637,2024-06-12,,148575.60,148575.60,FULL,PENDING,Chargeback Initiated,Bank,GWREF407601,7,N,
REF5048985,TXN0008144,,UTR654877795539,MERCH0026,CUST79602,2024-11-22,2024-11-29,19821.66,11008.49,PARTIAL,PROCESSED,Chargeback Initiated,Merchant,GWREF398480,7,Y,Chargeback case
REF6834112,TXN0008149,,UTR626815389128,MERCH0008,CUST88396,2024-01-17,2024-01-24,61070.20,61070.20,FULL,PROCESSED,Item Not Delivered,Merchant,GWREF481800,12,N,
REF8115785,TXN0008151,,UTR756610522566,MERCH0032,CUST36594,2024-07-22,2024-07-27,116449.90,116449.90,FULL,PROCESSED,Chargeback Initiated,Merchant,GWREF764105,12,N,
REF3451600,TXN0008157,,UTR313749023905,MERCH0008,CUST73710,2024-09-15,2024-09-19,124961.34,124961.34,FULL,PROCESSED,Duplicate Payment,Merchant,GWREF812405,1,N,
REF9442306,TXN0008172,,UTR899636483137,MERCH0012,CUST32278,2024-08-07,2024-08-14,912.13,912.13,FULL,PROCESSED,Chargeback Initiated,Customer,GWREF411407,9,N,
REF3519306,TXN0008179,,UTR960626622241,MERCH0027,CUST53336,2024-03-05,2024-03-10,72960.55,56374.74,PARTIAL,PROCESSED,Chargeback Initiated,Customer,GWREF696618,12,N,Chargeback case
REF9445320,TXN0008182,,UTR399775489115,MERCH0010,CUST88597,2024-10-28,2024-10-31,61735.46,24810.73,PARTIAL,PROCESSED,Fraud Suspected,Merchant,GWREF640785,5,N,Chargeback case
REF1965619,TXN0008190,,,MERCH0017,CUST30945,2024-06-14,,4633.74,2360.17,PARTIAL,PENDING,Item Not Delivered,Bank,GWREF900495,11,Y,
REF6389549,TXN0008199,,,MERCH0043,CUST53377,2024-01-09,,40843.75,40843.75,FULL,FAILED,Customer Request,Customer,GWREF579190,2,Y,
REF1913784,TXN0008208,,UTR195675780841,MERCH0013,CUST89364,2024-07-03,2024-07-06,24970.69,24970.69,FULL,PROCESSED,Chargeback Initiated,System,GWREF742545,2,N,
REF2384086,TXN0008214,,,MERCH0024,CUST35650,2024-09-06,,120121.28,120121.28,FULL,FAILED,Fraud Suspected,Bank,GWREF709622,9,N,
REF6286675,TXN0008221,,,MERCH0041,CUST53038,2024-03-15,,57485.72,57485.72,FULL,INITIATED,Product Defective,Customer,GWREF426286,8,N,
REF3524933,TXN0008228,,UTR969471485494,MERCH0046,CUST38291,2024-08-31,2024-09-03,104229.33,54249.27,PARTIAL,PROCESSED,Duplicate Payment,Bank,GWREF107686,1,N,
REF2310746,TXN0008235,,,MERCH0031,CUST35985,2024-09-26,,144595.84,144595.84,FULL,FAILED,Fraud Suspected,Merchant,GWREF371095,10,N,Chargeback case
REF5516749,TXN0008237,,UTR206802552986,MERCH0041,CUST26880,2024-05-29,2024-06-04,128203.17,128203.17,FULL,PROCESSED,Duplicate Payment,Bank,GWREF185811,1,N,
REF3716942,TXN0008239,,UTR982485720737,MERCH0028,CUST31781,2024-08-09,2024-08-16,4749.35,4749.35,FULL,PROCESSED,Duplicate Payment,System,GWREF509820,13,Y,Chargeback case
