bank_txn_id,transaction_id,utr_number,merchant_id,acquirer_bank,settlement_date,value_date,bank_settled_amount,charges_deducted,gst_deducted,currency_code,settlement_status,batch_id,neft_ifsc,mismatch_reason,narration
BNKTXN6785997,TXN0000188,UTR167618472304,MERCH0027,Yes Bank,19-08-2024,20-08-2024,97139.02,913.44,164.42,INR,SETTLED,BATCH202408185,HDFC2911,,Settlement for TXN0000188
BNKTXN5084831,TXN0000189,UTR117393483564,MERCH0011,Axis Bank,13-06-2024,14-06-2024,106655.42,1173.58,211.24,INR,SETTLED,BATCH202406114,HDFC2055,,Settlement for TXN0000189
BNKTXN4686057,TXN0000190,UTR721811437447,MERCH0004,PNB,03-04-2024,04-04-2024,132994.37,3042.29,547.61,INR,SETTLED,BATCH202404013,HDFC5375,,Settlement for TXN0000190
BNKTXN2719137,TXN0000192,UTR676212021697,MERCH0037,SBI,13-11-2024,14-11-2024,59088.14,979.38,176.29,INR,SETTLED,BATCH202411125,HDFC5439,,Settlement for TXN0000192
BNKTXN5078610,TXN0000194,UTR358891637562,MERCH0036,HDFC Bank,02-10-2024,03-10-2024,109260.52,2295.87,413.26,INR,SETTLED,BATCH202409305,HDFC4483,,Settlement for TXN0000194
BNKTXN8460894,TXN0000195,UTR540838663177,MERCH0037,PNB,27-11-2024,28-11-2024,111134.08,1592.85,286.71,INR,SETTLED,BATCH202411263,HDFC9552,,Settlement for TXN0000195
BNKTXN2302522,TXN0000196,UTR801994883755,MERCH0004,ICICI Bank,14-07-2024,15-07-2024,59990.53,579.62,104.33,INR,SETTLED,BATCH202407125,HDFC7282,Fee Rounding,Settlement for TXN0000196
BNKTXN1296967,TXN0000197,UTR305548851027,MERCH0009,ICICI Bank,06-10-2024,07-10-2024,16785.14,362.66,65.28,INR,SETTLED,BATCH202410052,HDFC5625,,Settlement for TXN0000197
BNKTXN6383791,TXN0000199,UTR586693465472,MERCH0009,Yes Bank,12-10-2024,13-10-2024,96800.87,1844.53,332.02,INR,SETTLED,BATCH202410103,HDFC9350,,Settlement for TXN0000199
BNKTXN9968851,TXN0000200,UTR452288515879,MERCH0037,Yes Bank,05-10-2024,06-10-2024,32237.23,403.29,72.59,INR,SETTLED,BATCH202410033,HDFC2734,,Settlement for TXN0000200
BNKTXN7683643,TXN0000201,UTR034244204380,MERCH0023,Kotak,11-11-2024,12-11-2024,56598.51,562.99,101.34,INR,SETTLED,BATCH202411092,HDFC4414,,Settlement for TXN0000201
BNKTXN5693950,TXN0000203,UTR735989334721,MERCH0012,HDFC Bank,08-01-2024,09-01-2024,127366.72,2967.33,534.12,INR,SETTLED,BATCH202401064,HDFC8434,,Settlement for TXN0000203
BNKTXN6678914,TXN0000204,UTR720259094798,MERCH0023,Kotak,05-08-2024,06-08-2024,125756.18,1153.65,207.66,INR,SETTLED,BATCH202408045,HDFC2394,,Settlement for TXN0000204
BNKTXN1797829,TXN0000205,UTR555439878015,MERCH0029,Kotak,12-06-2024,13-06-2024,51229.74,1213.23,218.38,INR,SETTLED,BATCH202406103,HDFC2369,,Settlement for TXN0000205
BNKTXN7878993,TXN0000206,UTR858877043581,MERCH0007,Kotak,06-11-2024,07-11-2024,79962.25,1096.34,197.34,INR,SETTLED,BATCH202411051,HDFC4151,,Settlement for TXN0000206
BNKTXN1297198,TXN0000207,UTR386120750110,MERCH0012,HDFC Bank,19-09-2024,20-09-2024,100526.22,2300.29,414.05,INR,SETTLED,BATCH202409173,HDFC1320,,Settlement for TXN0000207
BNKTXN6375810,TXN0000208,UTR180919015814,MERCH0044,HDFC Bank,01-06-2024,02-06-2024,46771.38,723.44,130.22,INR,SETTLED,BATCH202405304,HDFC4572,,Settlement for TXN0000208
BNKTXN2793822,TXN0000209,UTR684245088210,MERCH0001,Axis Bank,17-11-2024,18-11-2024,79148.44,895.05,161.11,INR,SETTLED,BATCH202411151,HDFC1208,,Settlement for TXN0000209
BNKTXN5813059,TXN0000211,UTR878141413975,MERCH0023,HDFC Bank,18-03-2024,19-03-2024,84275.42,840.11,151.22,INR,SETTLED,BATCH202403163,HDFC4000,,Settlement for TXN0000211
BNKTXN5812397,TXN0000212,UTR955620533645,MERCH0009,Axis Bank,25-06-2024,26-06-2024,102844.08,1189.97,214.19,INR,SETTLED,BATCH202406244,HDFC3903,,Settlement for TXN0000212
BNKTXN2756295,TXN0000213,UTR834110809969,MERCH0014,ICICI Bank,10-03-2024,11-03-2024,41192.14,936.22,168.52,INR,SETTLED,BATCH202403094,HDFC6075,,Settlement for TXN0000213
BNKTXN8023575,TXN0000217,UTR449892665918,MERCH0017,Kotak,18-01-2024,19-01-2024,103744.37,1830.88,329.56,INR,SETTLED,BATCH202401163,HDFC7326,,Settlement for TXN0000217
BNKTXN2303385,TXN0000218,UTR231843222591,MERCH0043,PNB,05-11-2024,06-11-2024,74455.33,845.13,152.12,INR,SETTLED,BATCH202411031,HDFC5406,,Settlement for TXN0000218
BNKTXN6098411,TXN0000219,UTR030299228092,MERCH0004,SBI,20-09-2024,21-09-2024,23687.76,541.12,97.4,INR,SETTLED,BATCH202409195,HDFC5099,,Settlement for TXN0000219
BNKTXN3655945,TXN0000222,UTR629127990881,MERCH0006,Kotak,31-05-2024,01-06-2024,76583.57,1847.0,332.46,INR,SETTLED,BATCH202405294,HDFC5491,,Settlement for TXN0000222
BNKTXN1589321,TXN0000223,UTR765991624731,MERCH0019,Axis Bank,24-05-2024,25-05-2024,62826.11,1545.88,278.26,INR,SETTLED,BATCH202405231,HDFC2144,,Settlement for TXN0000223
BNKTXN7562527,TXN0000224,UTR565126944869,MERCH0024,Yes Bank,14-08-2024,15-08-2024,55594.16,691.57,124.48,INR,SETTLED,BATCH202408124,HDFC3104,,Settlement for TXN0000224
BNKTXN9126017,TXN0000225,UTR562137213865,MERCH0036,SBI,12-03-2024,13-03-2024,37574.07,529.89,95.38,INR,SETTLED,BATCH202403102,HDFC4563,,Settlement for TXN0000225
BNKTXN9415619,TXN0000226,,MERCH0013,ICICI Bank,22-08-2024,23-08-2024,32962.06,342.39,61.63,INR,SETTLED,BATCH202408215,HDFC6023,,Settlement for TXN0000226
BNKTXN5232601,TXN0000227,UTR214656693801,MERCH0006,Yes Bank,28-08-2024,29-08-2024,35603.03,323.5,58.23,INR,SETTLED,BATCH202408263,HDFC9193,,Settlement for TXN0000227
BNKTXN4093174,TXN0000228,UTR426818184518,MERCH0017,ICICI Bank,30-03-2024,31-03-2024,136922.62,2537.97,456.83,INR,SETTLED,BATCH202403284,HDFC8527,,Settlement for TXN0000228
BNKTXN4193121,TXN0000229,UTR907141633565,MERCH0034,Yes Bank,28-10-2024,29-10-2024,114035.01,2316.03,416.89,INR,SETTLED,BATCH202410261,HDFC6392,,Settlement for TXN0000229
BNKTXN9430411,TXN0000230,UTR553942373334,MERCH0014,PNB,19-09-2024,20-09-2024,82218.54,986.46,177.56,INR,SETTLED,BATCH202409183,HDFC4767,,Settlement for TXN0000230
BNKTXN9657814,TXN0000232,UTR463920867808,MERCH0023,Axis Bank,13-08-2024,14-08-2024,144166.92,3493.06,628.75,INR,SETTLED,BATCH202408115,HDFC2156,,Settlement for TXN0000232
BNKTXN8298477,TXN0000233,UTR559428434795,MERCH0024,Axis Bank,04-05-2024,05-05-2024,31073.2,579.12,104.24,INR,SETTLED,BATCH202405023,HDFC3368,,Settlement for TXN0000233
BNKTXN2381585,TXN0000235,,MERCH0036,ICICI Bank,02-11-2024,03-11-2024,127525.02,1257.35,226.32,INR,SETTLED,BATCH202410311,HDFC1172,,Settlement for TXN0000235
BNKTXN8143036,TXN0000236,UTR245587716947,MERCH0041,Yes Bank,22-09-2024,23-09-2024,84730.31,1675.06,301.51,INR,SETTLED,BATCH202409204,HDFC8502,,Settlement for TXN0000236
BNKTXN1080423,TXN0000237,UTR449647598762,MERCH0012,Yes Bank,26-11-2024,27-11-2024,50853.76,722.88,130.12,INR,SETTLED,BATCH202411253,HDFC4196,,Settlement for TXN0000237
BNKTXN2477798,TXN0000238,UTR800681149216,MERCH0020,Yes Bank,23-03-2024,24-03-2024,9393.94,221.73,39.91,INR,SETTLED,BATCH202403222,HDFC4959,,Settlement for TXN0000238
BNKTXN2921533,TXN0000239,UTR784872829979,MERCH0028,ICICI Bank,13-01-2024,14-01-2024,134160.94,3134.15,564.15,INR,SETTLED,BATCH202401122,HDFC3401,,Settlement for TXN0000239
BNKTXN6209423,TXN0000240,UTR825478077406,MERCH0019,PNB,22-06-2024,23-06-2024,23185.29,214.55,38.62,INR,SETTLED,BATCH202406204,HDFC3838,,Settlement for TXN0000240
BNKTXN4186946,TXN0000241,UTR341638944846,MERCH0013,SBI,04-06-2024,05-06-2024,94759.46,2156.86,388.23,INR,SETTLED,BATCH202406025,HDFC2458,,Settlement for TXN0000241
BNKTXN4657698,TXN0000243,,MERCH0008,PNB,30-06-2024,01-07-2024,11825.67,253.78,45.68,INR,SETTLED,BATCH202406291,HDFC5878,,Settlement for TXN0000243
BNKTXN9454633,TXN0000244,UTR645208814743,MERCH0024,HDFC Bank,29-06-2024,30-06-2024,98685.38,1232.5,221.85,INR,SETTLED,BATCH202406274,HDFC1701,,Settlement for TXN0000244
BNKTXN5196129,TXN0000245,UTR009792513271,MERCH0044,PNB,07-01-2024,08-01-2024,17602.37,389.09,70.04,INR,SETTLED,BATCH202401062,HDFC8856,,Settlement for TXN0000245
BNKTXN6862688,TXN0000246,UTR573065240778,MERCH0019,SBI,20-02-2024,21-02-2024,82156.6,1618.05,291.25,INR,SETTLED,BATCH202402185,HDFC4575,,Settlement for TXN0000246
BNKTXN1721699,TXN0000247,UTR821827448570,MERCH0050,Axis Bank,07-05-2024,08-05-2024,121763.75,2947.12,530.48,INR,SETTLED,BATCH202405051,HDFC6326,,Settlement for TXN0000247
BNKTXN4884674,TXN0000248,UTR638782945651,MERCH0007,HDFC Bank,29-10-2024,30-10-2024,9314.41,233.69,42.06,INR,SETTLED,BATCH202410282,HDFC4419,,Settlement for TXN0000248
BNKTXN9776536,TXN0000249,UTR678994053910,MERCH0014,PNB,21-03-2024,22-03-2024,4728.09,92.89,16.72,INR,SETTLED,BATCH202403191,HDFC7957,,Settlement for TXN0000249
BNKTXN9688798,TXN0000254,UTR082404335048,MERCH0033,Kotak,24-06-2024,25-06-2024,5176.58,71.12,12.8,INR,SETTLED,BATCH202406221,HDFC9747,,Settlement for TXN0000254
BNKTXN1275404,TXN0000255,UTR441969315727,MERCH0045,Kotak,20-05-2024,21-05-2024,131714.78,1734.54,312.22,INR,SETTLED,BATCH202405185,HDFC6636,,Settlement for TXN0000255
BNKTXN8316782,TXN0000257,UTR892583206799,MERCH0033,Axis Bank,04-09-2024,05-09-2024,45310.35,441.92,79.55,INR,SETTLED,BATCH202409032,HDFC1750,,Settlement for TXN0000257
BNKTXN6361395,TXN0000258,UTR168622783769,MERCH0013,Yes Bank,12-05-2024,13-05-2024,7329.66,114.54,20.62,INR,SETTLED,BATCH202405103,HDFC5798,,Settlement for TXN0000258
BNKTXN3902256,TXN0000259,UTR553559042597,MERCH0040,HDFC Bank,07-05-2024,08-05-2024,16659.54,264.31,47.58,INR,SETTLED,BATCH202405052,HDFC6388,,Settlement for TXN0000259
BNKTXN2686440,TXN0000261,UTR884879206980,MERCH0017,ICICI Bank,25-06-2024,26-06-2024,109639.47,1375.48,247.59,INR,SETTLED,BATCH202406235,HDFC9998,,Settlement for TXN0000261
BNKTXN6757323,TXN0000263,UTR798123878003,MERCH0034,Axis Bank,31-03-2024,01-04-2024,103969.9,2497.94,449.63,INR,SETTLED,BATCH202403302,HDFC7940,,Settlement for TXN0000263
BNKTXN3643659,TXN0000264,UTR840460843256,MERCH0043,Yes Bank,15-05-2024,16-05-2024,44252.13,1131.69,203.7,INR,SETTLED,BATCH202405145,HDFC1659,,Settlement for TXN0000264
BNKTXN2551441,TXN0000265,UTR578232983248,MERCH0009,Yes Bank,12-06-2024,13-06-2024,142152.75,3429.3,617.27,INR,SETTLED,BATCH202406111,HDFC8779,,Settlement for TXN0000265
BNKTXN7366379,TXN0000267,UTR949993933051,MERCH0045,Kotak,30-10-2024,31-10-2024,3879.85,98.57,17.74,INR,SETTLED,BATCH202410293,HDFC7105,,Settlement for TXN0000267
BNKTXN7330533,TXN0000268,UTR604633312797,MERCH0045,SBI,28-11-2024,29-11-2024,24299.19,310.58,55.9,INR,SETTLED,BATCH202411265,HDFC5242,,Settlement for TXN0000268
BNKTXN4418854,TXN0000269,UTR808177038860,MERCH0036,PNB,08-10-2024,09-10-2024,109322.36,2060.69,370.92,INR,SETTLED,BATCH202410064,HDFC6762,,Settlement for TXN0000269
BNKTXN5391161,TXN0000270,UTR082771812982,MERCH0026,Axis Bank,29-04-2024,30-04-2024,24671.7,342.97,61.73,INR,SETTLED,BATCH202404284,HDFC2615,,Settlement for TXN0000270
BNKTXN7169433,TXN0000271,UTR211175186892,MERCH0025,HDFC Bank,26-06-2024,27-06-2024,95320.64,1983.4,357.01,INR,SETTLED,BATCH202406252,HDFC7396,,Settlement for TXN0000271
BNKTXN4974406,TXN0000272,UTR742123094077,MERCH0032,Kotak,28-02-2024,29-02-2024,62087.75,878.52,158.13,INR,SETTLED,BATCH202402265,HDFC3035,,Settlement for TXN0000272
BNKTXN5853793,TXN0000273,UTR849830220502,MERCH0003,PNB,26-06-2024,27-06-2024,88872.47,1162.84,209.31,INR,SETTLED,BATCH202406251,HDFC5524,,Settlement for TXN0000273
BNKTXN3163154,TXN0000274,UTR998279501455,MERCH0025,PNB,12-06-2024,13-06-2024,41857.16,835.7,150.43,INR,SETTLED,BATCH202406103,HDFC3209,,Settlement for TXN0000274
BNKTXN3175103,TXN0000276,UTR695489952997,MERCH0034,Axis Bank,07-07-2024,08-07-2024,115837.03,2401.29,432.23,INR,SETTLED,BATCH202407065,HDFC5704,,Settlement for TXN0000276
BNKTXN5399961,TXN0000278,UTR902355770272,MERCH0041,ICICI Bank,26-10-2024,27-10-2024,50182.18,1054.99,189.9,INR,SETTLED,BATCH202410241,HDFC3333,,Settlement for TXN0000278
BNKTXN9785059,TXN0000279,UTR551240568299,MERCH0025,HDFC Bank,08-08-2024,09-08-2024,79414.45,991.58,178.48,INR,SETTLED,BATCH202408073,HDFC3102,,Settlement for TXN0000279
BNKTXN8284879,TXN0000280,UTR438421503178,MERCH0002,SBI,17-04-2024,18-04-2024,35105.27,579.18,104.25,INR,SETTLED,BATCH202404155,HDFC7289,,Settlement for TXN0000280
BNKTXN6798572,TXN0000282,UTR570184094353,MERCH0013,Kotak,04-01-2024,05-01-2024,124306.36,2919.84,525.57,INR,SETTLED,BATCH202401021,HDFC1481,,Settlement for TXN0000282
BNKTXN4833128,TXN0000283,UTR138585424932,MERCH0005,ICICI Bank,29-02-2024,01-03-2024,141165.96,2580.83,464.55,INR,SETTLED,BATCH202402271,HDFC8833,,Settlement for TXN0000283
BNKTXN9385043,TXN0000284,UTR997954538179,MERCH0009,HDFC Bank,21-09-2024,22-09-2024,12765.67,197.96,35.63,INR,SETTLED,BATCH202409194,HDFC5940,,Settlement for TXN0000284
BNKTXN9513905,TXN0000285,UTR562557701715,MERCH0031,ICICI Bank,31-03-2024,01-04-2024,132596.34,1764.0,317.52,INR,SETTLED,BATCH202403305,HDFC1620,,Settlement for TXN0000285
BNKTXN2172531,TXN0000287,UTR966958321971,MERCH0038,ICICI Bank,02-08-2024,03-08-2024,9832.92,122.77,22.1,INR,SETTLED,BATCH202407312,HDFC6817,,Settlement for TXN0000287
BNKTXN3163637,TXN0000288,UTR657013290227,MERCH0035,Kotak,08-06-2024,09-06-2024,119513.09,2606.21,469.12,INR,SETTLED,BATCH202406063,HDFC6820,,Settlement for TXN0000288
BNKTXN9985918,TXN0000289,UTR519098624058,MERCH0004,PNB,10-08-2024,11-08-2024,134474.43,3304.89,594.88,INR,SETTLED,BATCH202408093,HDFC1658,,Settlement for TXN0000289
BNKTXN4625629,TXN0000290,UTR666832723865,MERCH0027,PNB,02-04-2024,03-04-2024,91888.43,1912.45,344.24,INR,SETTLED,BATCH202404011,HDFC1255,,Settlement for TXN0000290
BNKTXN9802342,TXN0000291,UTR126796927868,MERCH0029,SBI,26-02-2024,27-02-2024,63910.23,1628.2,293.08,INR,SETTLED,BATCH202402255,HDFC8506,,Settlement for TXN0000291
BNKTXN1052399,TXN0000293,UTR478189137189,MERCH0020,ICICI Bank,15-08-2024,16-08-2024,20913.94,442.08,79.57,INR,SETTLED,BATCH202408134,HDFC4549,,Settlement for TXN0000293
BNKTXN4693827,TXN0000294,UTR442094940792,MERCH0037,PNB,20-07-2024,21-07-2024,49031.7,728.82,131.19,INR,SETTLED,BATCH202407181,HDFC3550,,Settlement for TXN0000294
BNKTXN8238034,TXN0000295,UTR294440192927,MERCH0024,PNB,08-07-2024,09-07-2024,126006.89,1717.33,309.12,INR,SETTLED,BATCH202407075,HDFC4022,,Settlement for TXN0000295
BNKTXN8677952,TXN0000297,UTR102767478366,MERCH0031,Kotak,14-08-2024,15-08-2024,94325.1,2031.95,365.75,INR,SETTLED,BATCH202408123,HDFC5727,,Settlement for TXN0000297
BNKTXN1349630,TXN0000299,UTR393852580010,MERCH0027,HDFC Bank,16-04-2024,17-04-2024,96670.88,1497.9,269.62,INR,SETTLED,BATCH202404143,HDFC1534,,Settlement for TXN0000299
BNKTXN1546608,TXN0000300,UTR391119269212,MERCH0017,Yes Bank,17-03-2024,18-03-2024,8420.67,158.77,28.58,INR,SETTLED,BATCH202403153,HDFC5082,,Settlement for TXN0000300
BNKTXN7231302,TXN0000302,,MERCH0003,Kotak,12-03-2024,13-03-2024,136677.74,2613.78,470.48,INR,SETTLED,BATCH202403101,HDFC9163,,Settlement for TXN0000302
BNKTXN5768665,TXN0000303,UTR256908776618,MERCH0015,Yes Bank,29-02-2024,01-03-2024,5636.18,87.27,15.71,INR,SETTLED,BATCH202402271,HDFC6711,,Settlement for TXN0000303
BNKTXN3510391,TXN0000304,UTR158517432806,MERCH0043,Yes Bank,11-05-2024,12-05-2024,92550.28,2308.99,415.62,INR,SETTLED,BATCH202405093,HDFC1522,,Settlement for TXN0000304
BNKTXN7960905,TXN0000306,UTR829310270790,MERCH0016,HDFC Bank,17-02-2024,18-02-2024,76604.73,1887.06,339.67,INR,SETTLED,BATCH202402151,HDFC5324,,Settlement for TXN0000306
BNKTXN5262440,TXN0000307,UTR799313656519,MERCH0035,PNB,26-08-2024,27-08-2024,121366.31,1312.83,236.31,INR,SETTLED,BATCH202408255,HDFC8841,,Settlement for TXN0000307
BNKTXN7529003,TXN0000308,UTR582739021962,MERCH0002,HDFC Bank,12-05-2024,13-05-2024,112316.27,1328.37,239.11,INR,SETTLED,BATCH202405105,HDFC7757,,Settlement for TXN0000308
BNKTXN5366418,TXN0000310,UTR456083318195,MERCH0049,SBI,21-08-2024,22-08-2024,139833.79,2713.4,488.41,INR,SETTLED,BATCH202408192,HDFC5969,,Settlement for TXN0000310
BNKTXN3884154,TXN0000312,UTR108220781137,MERCH0038,Axis Bank,18-06-2024,19-06-2024,131347.73,2169.71,390.55,INR,SETTLED,BATCH202406172,HDFC1496,,Settlement for TXN0000312
BNKTXN4888793,TXN0000313,UTR317970623972,MERCH0025,Axis Bank,07-05-2024,08-05-2024,61163.33,755.36,135.96,INR,SETTLED,BATCH202405063,HDFC3832,,Settlement for TXN0000313
BNKTXN1298427,TXN0000314,UTR776253492929,MERCH0036,Axis Bank,12-05-2024,13-05-2024,8894.18,100.6,18.11,INR,SETTLED,BATCH202405105,HDFC3611,,Settlement for TXN0000314
BNKTXN4731043,TXN0000315,UTR356939290600,MERCH0031,Axis Bank,22-11-2024,23-11-2024,62769.98,1475.17,265.53,INR,SETTLED,BATCH202411214,HDFC5911,,Settlement for TXN0000315
BNKTXN7600453,TXN0000316,UTR632543107427,MERCH0037,Axis Bank,25-06-2024,26-06-2024,110704.44,2269.71,408.55,INR,SETTLED,BATCH202406244,HDFC6873,,Settlement for TXN0000316
BNKTXN5448297,TXN0000317,UTR165804649893,MERCH0044,ICICI Bank,04-11-2024,05-11-2024,104647.4,952.71,171.49,INR,SETTLED,BATCH202411025,HDFC7136,,Settlement for TXN0000317
BNKTXN1101463,TXN0000318,UTR281832538179,MERCH0045,ICICI Bank,23-01-2024,24-01-2024,91509.74,1379.32,248.28,INR,SETTLED,BATCH202401214,HDFC3551,,Settlement for TXN0000318
BNKTXN8795502,TXN0000319,UTR178847951371,MERCH0006,ICICI Bank,23-01-2024,24-01-2024,71688.26,1271.46,228.86,INR,SETTLED,BATCH202401223,HDFC5548,,Settlement for TXN0000319
BNKTXN9075546,TXN0000320,UTR046827567043,MERCH0005,PNB,29-09-2024,30-09-2024,29934.76,743.45,133.82,INR,SETTLED,BATCH202409274,HDFC6218,,Settlement for TXN0000320
BNKTXN3975334,TXN0000321,UTR877492424375,MERCH0019,ICICI Bank,12-09-2024,13-09-2024,87230.1,1793.82,322.89,INR,SETTLED,BATCH202409112,HDFC6369,,Settlement for TXN0000321
BNKTXN1809558,TXN0000322,UTR223105927452,MERCH0014,Yes Bank,05-10-2024,06-10-2024,25809.54,535.59,96.41,INR,SETTLED,BATCH202410032,HDFC9247,,Settlement for TXN0000322
BNKTXN3572759,TXN0000323,UTR672752088547,MERCH0019,PNB,25-06-2024,26-06-2024,44194.8,1074.09,193.34,INR,SETTLED,BATCH202406234,HDFC8652,,Settlement for TXN0000323
BNKTXN2974935,TXN0000324,UTR140693751509,MERCH0042,Kotak,25-09-2024,26-09-2024,5939.85,120.28,21.65,INR,SETTLED,BATCH202409242,HDFC7500,,Settlement for TXN0000324
BNKTXN8105601,TXN0000325,,MERCH0046,Axis Bank,04-02-2024,05-02-2024,99702.49,1047.6,188.57,INR,SETTLED,BATCH202402023,HDFC9715,,Settlement for TXN0000325
BNKTXN4616075,TXN0000326,UTR767426629912,MERCH0014,PNB,17-05-2024,18-05-2024,83128.8,1048.1,188.66,INR,SETTLED,BATCH202405164,HDFC2054,,Settlement for TXN0000326
BNKTXN5150124,TXN0000328,UTR730024471462,MERCH0032,HDFC Bank,18-01-2024,19-01-2024,86317.63,1484.35,267.18,INR,SETTLED,BATCH202401174,HDFC7335,,Settlement for TXN0000328
BNKTXN5101630,TXN0000329,UTR715890429025,MERCH0030,SBI,22-08-2024,23-08-2024,82915.21,1942.7,349.69,INR,SETTLED,BATCH202408203,HDFC7677,,Settlement for TXN0000329
BNKTXN4860074,TXN0000330,UTR183219285544,MERCH0044,Kotak,05-09-2024,06-09-2024,42753.59,760.35,136.86,INR,SETTLED,BATCH202409042,HDFC6589,,Settlement for TXN0000330
BNKTXN1998839,TXN0000331,UTR213283389888,MERCH0045,Axis Bank,24-02-2024,25-02-2024,71709.58,1051.03,189.19,INR,SETTLED,BATCH202402232,HDFC1925,,Settlement for TXN0000331
BNKTXN8897422,TXN0000332,UTR985240132234,MERCH0009,HDFC Bank,06-07-2024,07-07-2024,20559.34,335.81,60.45,INR,SETTLED,BATCH202407051,HDFC7221,,Settlement for TXN0000332
BNKTXN5392595,TXN0000333,UTR890714014011,MERCH0039,SBI,28-10-2024,29-10-2024,29211.92,280.91,50.56,INR,SETTLED,BATCH202410273,HDFC8171,,Settlement for TXN0000333
BNKTXN1116092,TXN0000335,UTR428013875927,MERCH0044,PNB,15-11-2024,16-11-2024,32195.68,393.18,70.77,INR,SETTLED,BATCH202411144,HDFC3989,,Settlement for TXN0000335
BNKTXN8191672,TXN0000336,UTR182754801571,MERCH0025,Kotak,20-07-2024,21-07-2024,146071.33,1621.35,291.84,INR,SETTLED,BATCH202407182,HDFC8119,,Settlement for TXN0000336
BNKTXN3829206,TXN0000337,UTR752071678112,MERCH0026,HDFC Bank,24-04-2024,25-04-2024,125526.56,2996.66,539.4,INR,SETTLED,BATCH202404221,HDFC3349,,Settlement for TXN0000337
BNKTXN7281074,TXN0000338,UTR674994657967,MERCH0033,PNB,20-03-2024,21-03-2024,146970.38,1629.28,293.27,INR,SETTLED,BATCH202403184,HDFC3225,,Settlement for TXN0000338
BNKTXN8448850,TXN0000339,UTR170269524991,MERCH0049,PNB,01-04-2024,02-04-2024,14837.99,147.54,26.56,INR,SETTLED,BATCH202403302,HDFC8603,,Settlement for TXN0000339
BNKTXN9702053,TXN0000340,UTR880061675677,MERCH0003,Kotak,16-09-2024,17-09-2024,79601.98,1786.62,321.59,INR,SETTLED,BATCH202409142,HDFC8982,,Settlement for TXN0000340
BNKTXN6032258,TXN0000341,UTR788977828064,MERCH0032,Kotak,17-06-2024,18-06-2024,72357.57,786.3,141.53,INR,SETTLED,BATCH202406163,HDFC9777,,Settlement for TXN0000341
BNKTXN8784401,TXN0000342,UTR905616556503,MERCH0016,Kotak,13-01-2024,14-01-2024,53785.93,1207.26,217.31,INR,SETTLED,BATCH202401111,HDFC2607,,Settlement for TXN0000342
BNKTXN8625550,TXN0000343,UTR698640790569,MERCH0025,HDFC Bank,16-02-2024,17-02-2024,48149.67,801.55,144.28,INR,SETTLED,BATCH202402142,HDFC4158,,Settlement for TXN0000343
BNKTXN9217937,TXN0000345,UTR919195419876,MERCH0014,Yes Bank,23-04-2024,24-04-2024,84167.22,1882.21,338.8,INR,SETTLED,BATCH202404214,HDFC1190,,Settlement for TXN0000345
BNKTXN6274219,TXN0000346,UTR820829737489,MERCH0050,Yes Bank,20-03-2024,21-03-2024,75802.75,1526.87,274.84,INR,SETTLED,BATCH202403183,HDFC1980,,Settlement for TXN0000346
BNKTXN1005538,TXN0000351,UTR515867342575,MERCH0020,HDFC Bank,18-04-2024,19-04-2024,86952.79,1489.88,268.18,INR,SETTLED,BATCH202404162,HDFC2851,,Settlement for TXN0000351
BNKTXN4167624,TXN0000352,UTR183760644134,MERCH0014,Yes Bank,03-08-2024,04-08-2024,102642.67,2464.82,443.67,INR,SETTLED,BATCH202408024,HDFC3192,,Settlement for TXN0000352
BNKTXN5258814,TXN0000355,UTR382965772429,MERCH0021,HDFC Bank,05-06-2024,06-06-2024,85461.88,930.73,167.53,INR,SETTLED,BATCH202406044,HDFC1331,,Settlement for TXN0000355
BNKTXN1653943,TXN0000358,UTR443973597107,MERCH0009,Yes Bank,11-10-2024,12-10-2024,60613.26,694.93,125.09,INR,SETTLED,BATCH202410094,HDFC4154,,Settlement for TXN0000358
BNKTXN4467011,TXN0000359,UTR375990048964,MERCH0026,SBI,13-10-2024,14-10-2024,82750.32,821.83,147.93,INR,SETTLED,BATCH202410125,HDFC4495,,Settlement for TXN0000359
BNKTXN1108266,TXN0000360,UTR158624150274,MERCH0048,ICICI Bank,13-04-2024,14-04-2024,50070.08,839.47,151.1,INR,SETTLED,BATCH202404115,HDFC4013,,Settlement for TXN0000360
BNKTXN8990460,TXN0000361,UTR287032032074,MERCH0011,HDFC Bank,20-06-2024,21-06-2024,146019.5,3165.53,569.8,INR,SETTLED,BATCH202406184,HDFC6774,,Settlement for TXN0000361
BNKTXN6817836,TXN0000362,UTR215134228499,MERCH0014,Kotak,04-10-2024,05-10-2024,16570.92,347.09,62.48,INR,SETTLED,BATCH202410022,HDFC6532,,Settlement for TXN0000362
BNKTXN1291775,TXN0000363,UTR416591520177,MERCH0030,Kotak,01-02-2024,02-02-2024,13988.73,202.34,36.42,INR,SETTLED,BATCH202401305,HDFC8403,,Settlement for TXN0000363
BNKTXN1689844,TXN0000367,UTR961659266108,MERCH0022,Yes Bank,19-07-2024,20-07-2024,57469.63,774.39,139.39,INR,SETTLED,BATCH202407185,HDFC4497,,Settlement for TXN0000367
BNKTXN7709790,TXN0000368,UTR243864908108,MERCH0007,Axis Bank,24-04-2024,25-04-2024,118581.54,1660.09,298.82,INR,SETTLED,BATCH202404225,HDFC5626,,Settlement for TXN0000368
